"NCE","OGA","OGS","OGN","CNL","AQS","LCP","LCC","LCL","LCI","LATITUDINE","LONGITUDINE","FRF","FRM","FRD","FRBT","FRBI","FRBC","FROP","FROS","FROG","FROO","FRI","FRZS","FRZI","CNTT","CNTE","CNTW","CNTS"
"R20FRB0306","area o parco archeologico","Archeologia","Area di Sa Carcaredda","https://www.sardegnacultura.it/j/v/258?s=20586&v=2&c=2489&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Area di Sa Carcaredda","NU","Villagrande Strisaili",,"SS 389 var. Buddusò Correboi","39.992188190","9.427436893","aperto","a pagamento","Il complesso comprende il tempio, un villaggio e quattro tombe di giganti. Il tempio, realizzato con blocchi poligonali di granito, costituisce un raro esempio di struttura nuragica. Sul pavimento era presente un focolare rituale realizzato con piccoli blocchi di calcare rivestiti da uno strato di argilla; al di sopra erano situati altri blocchi di calcare, legati fra loro da grappe in piombo e, sul lato esterno, con decorazioni incise a imitazione di un nuraghe quadrilobato.","intero// ridotto","euro 3,00// euro 1,50","Adulti.// Possessori Carta Giovani.","Aprile-Maggio// Giugno-Settembre// Ottobre, Marzo// Novembre-Febbraio","// // // ","MA-DO// MA-DO// MA-DO// MA-DO","09:00-12:00// 16:00-19:00// 09:00-12:30// 16:00-20:00// 09:00-12:00// 15:00-18:00// 09:30-13:00// 14:00-16:30","È possibile poter usufruire dei sevizi del sito facendo riferimento alla società IREI s.r.l, con sede a Villagrande Strisaili, di cui gli orari e i biglietti sopraindicati. E' consigliabile definire le modalità e i tempi dell'accesso contattando in anticipo, telefonicamente o via e-mail, la IREI s.r.l. Durante la stagione invernale il servizio potrebbe essere sospeso in caso di problematiche meteorologiche.","laboratori didattico-educativi// visite guidate","Per i laboratori didattici è necessaria la prenotazione anticipata.","+39 0782 32704// +39 3939020917// +39 0782 319163 FAX","ireisnc@tiscali.it","http://www.irei.it","https://www.facebook.com/ArcheologiaOgliastra"
"R20FRB0307","area o parco archeologico","Archeologia","S'Arcu 'e Is Forros","https://www.sardegnacultura.it/j/v/258?s=20729&v=2&c=2489&t=1","https://catalogo.sardegnacultura.it/search/?searchText=S'Arcu 'e Is Forros","NU","Villagrande Strisaili",,"SS 389 var. Buddusò Correboi, località Arcu e Is Forros","40.002023634","9.400515256","aperto","a pagamento","L'area archeologica è situata su una collina circa 11 km a Sud del passo di Corr'e Boi, in una posizione dominante rispetto al territorio circostante. Si tratta di un raggruppamento di edifici di culto, fra cui almeno tre templi a megaron, inserito in un vasto villaggio solo parzialmente indagato.","intero// ridotto","euro 3,00// euro 1,50","Adulti.// Possessori Carta Giovani.","Aprile-Maggio// Giugno-Settembre// Ottobre, Marzo// Novembre-Febbraio","// // // ","MA-DO// MA-DO// MA-DO// MA-DO","09:00-12:00// 16:00-19:00// 09:00-12:30// 16:00-20:00// 09:00-12:00// 15:00-18:00// 09:30-13:00// 14:00-16:30","È possibile poter usufruire dei sevizi del sito facendo riferimento alla società IREI s.r.l, con sede a Villagrande Strisaili, di cui gli orari e i biglietti sopraindicati. È consigliabile definire le modalità e i tempi dell'accesso contattando in anticipo, telefonicamente o via e-mail, la IREI s.r.l. Durante la stagione invernale il servizio potrebbe essere sospeso in caso di problematiche meteorologiche.","visite guidate",,"+39 0782 32704// +39 3939020917// +39 0782 319163 FAX","ireisnc@tiscali.it","http://www.irei.it","https://www.facebook.com/ArcheologiaOgliastra"
"R20FRB0308","area o parco archeologico","Archeologia","Area di Pottu Codinu","https://www.sardegnacultura.it/j/v/258?s=20770&v=2&c=2489&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Area di Pottu Codinu","SS","Villanova Monteleone",,"SS 292","40.487202751","8.519114182","aperto","a pagamento","La necropoli è formata da nove complessi tombali, scavati nella roccia calcarea. Si costituisce di domus pluricellulari, con pianta a T e, in alcuni casi asimmetriche. Le piante, con ingressi orientati verso nord, sono quadrangolari, con angoli prevalentemente arrotondati e pareti laterali concave. Il sito è di facile accesso.","intero// ridotto","euro 2,00// euro 1,00","Adulti sino ai 65 anni.// Adulti oltre i 65 anni, scolaresche, gruppi oltre 20 persone.",,,"MA-DO","10:00-13:00// 15:00-18:00","Ingresso gratuito sino ai 5 anni. Prenotazione: nessuna.","accessibilità fisica facilitata per visitatori con esigenze specifiche// percorso di visita per bambini// visite guidate// Wi-Fi",,"+39 3381586752// +39 3381809055// +39 3668412916// +39 079 960607","rlivesu@tiscali.it","https://www.cooplaborintus.it/// http://www.laborintus.info/necropoli-pottu-codinu","http://www.facebook.com/coop.Laborintus"
"R20FRB0309","museo, galleria e/o raccolta","Etnografia e antropologia","Museo Etnografico Sa Domo Manna","https://www.sardegnacultura.it/j/v/258?s=24582&v=2&c=2487&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Museo Etnografico Sa Domo Manna","SS","Villanova Monteleone",,"Via Papa Giovanni XXIII, 8","40.503002947","8.471421837","aperto","a pagamento","È allestito al piano terra del: Palatu 'e Sas Iscolas, edificio ultimato nel 1896, e situato nel centro storico del paese. L'esposizione ha come obiettivo quello di mettere in evidenza tre attività che hanno caratterizzato la vita del paese e che ancora sono presenti in ambito agro-pastorale e domestico: la panificazione, la lavorazione del formaggio e la tessitura.","intero// ridotto","euro 2,00// euro 1,00","Adulti.// Classi scolastiche, gruppi organizzati.",,,"MA-DO","10:00-13:00// 16:00-19:00",,"visite guidate",,"+39 079 960268","rlivesu@tiscali.it","http://egov3.halleysardegna.com/villanovam/zf/index.php/musei-monumenti",
"R20FRB0310","area o parco archeologico","Archeologia","Villaggio Nuragico Nuraghe Appiu","https://www.sardegnacultura.it/j/v/258?s=20730&v=2&c=2489&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Villaggio Nuragico Nuraghe Appiu","SS","Villanova Monteleone",,"Strada consortile Monte Cuccu, Baddu 'e Pessighes","40.445358988","8.420052163","aperto","a pagamento","Il complesso archeologico del Nuraghe Appiu si localizza nel margine occidentale del vasto altopiano di Chentu Mannas che domina a O la fascia costiera compresa tra il promontorio di Capo Marargiu e Capo Caccia. Il nuraghe si erge a 497 m s.l.m. e ai suoi piedi si estende un vastissimo villaggio, 350 metri a NO si localizza una tomba di giganti nei cui pressi, a circa 100 m da quest’ultima, si eleva il nuraghe monotorre Punta ‘e Su Crabile.","intero","euro 2,50","Adulti.",,,"MA-DO","10:00-13:00// 15:00-18:00","Ingresso gratuito per minori sino ai 5 anni. Prenotazione: nessuna.","visite guidate",,"+39 3381586752// +39 3381809055// +39 3668412916","laborappiu@tiscali.it","http://www.laborintus.info/nuraghe-appiu",
"R20FRB0311","area o parco archeologico","Archeologia","Nuraghe Adoni","https://www.sardegnacultura.it/j/v/258?s=20735&v=2&c=2489&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Nuraghe Adoni","SU","Villanova Tulo",,"SP 52","39.785800910","9.173307667","aperto","a pagamento","L’Adoni è un quadrilobato ubicato a 811 m di quota s.l.m. in un’area incontaminata dal punto di vista naturalistico, caratterizzata dalla presenza di querce plurisecolari, macchia mediterranea e piante protette. La posizione geografica del nuraghe permette al visitatore di spaziare con lo sguardo su ampi tratti del territorio circostante. Le visite guidate, offerte dal gestore, sono finalizzate a definire il legame tra il Nuraghe e il territorio.",,,,"// ","invernale// estivo","LU-DO// LU-DO","09:30-16:30// 08:30-19:30","Non sono temporaneamente disponibili informazioni sui biglietti, si consiglia di contattare anticipatamente la struttura.","visite guidate",,"+39 3402519683// +39 0782 813023// +39 0782 813030","albertocarcangiu@tiscali.it","https://www.iddocca.it// http://egov.halleysardegna.com/villanovatulo/zf/index.php/musei-monumenti/index/dettaglio-museo/museo/1",
"R20FRB0312","area o parco archeologico","Archeologia","Parco e Museo Genna Maria","https://www.sardegnacultura.it/j/v/258?s=18982&v=2&c=2487&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Parco e Museo Genna Maria","SU","Villanovaforru",,"Piazza Costituzione, 4/ Località Monte Genna Maria","39.632759931","8.868341374","aperto","a pagamento","Il Museo Archeologico di Genna Maria è posizionato in un’elegante palazzina ottocentesca, utilizzata anticamente come ""Monte di soccorso"". In esso sono esposti i reperti rinvenuti nell’omonimo complesso nuragico. Il complesso nuragico è costituito da un nuraghe complesso trilobato circondato da un antemurale turrito costruiti e utilizzati in funzione di controllo del territorio fra il Bronzo Medio ed il Bronzo Finale. Intorno al nuraghe si raccoglie un villaggio nuragico di notevole estensione.","cumulativo ridotto// intero// ridotto// intero// ridotto// cumulativo intero","euro 4,00// euro 3,50// euro 2,50// euro 2,50// euro 2,00// euro 5,00","Minori dai 6 ai 12 anni, gruppi oltre 20 persone, per visita al museo e al parco.// Adulti, per visita al museo.// Studenti scuola dell’obbligo, gruppi oltre 20 persone, adulti oltre 65 anni, per visita al museo.// Adulti, per visita-escursione al nuraghe Genna Maria.// Studenti scuola dell’obbligo, gruppi oltre 20 persone, adulti oltre 65 anni, per visita-escursione al nuraghe Genna Maria.// Adulti, per visita al museo e al parco.","Ottobre-Marzo// Aprile-Settembre","invernale// estivo","MA-DO// MA-DO","09:30-13:00// 15:30-18:00// 09:30-13:00// 15:30-19:00","Il solo Parco Archeologico, differentemente dal museo, prevede l’apertura pomeridiana dalle 14.30 alle 17.00 nei mesi novembre, dicembre, gennaio, dalle 15.30 alle 18.00 nei mesi febbraio, marzo e ottobre, dalle 15.30 alle 19.00 nei restanti mesi. Per poter usufruire dei servizi del parco è necessario fare riferimento alla biglietteria del museo archeologico di Genna Maria.","accessibilità fisica facilitata per visitatori con esigenze specifiche// audio guide// bookshop// laboratori didattico-educativi// percorso per non vedenti e ipovedenti con mappe tattili// visite guidate","Le visite-escursioni guidate al nuraghe Genna Maria devono essere prenotate anticipatamente presso il Museo Civico Archeologico Genna Maria a Villanovaforru.","+39 070 9300050// +39 070 9300048","museogennamaria@tiscali.it// museo@comune.villanovaforru.ca.it","http://www.gennamaria.it","https://twitter.com/museogennamaria// https://it-it.facebook.com/museogennamaria"
"R20FRB0313","area o parco archeologico","Archeologia","Area archeologica Su Mulinu","https://www.sardegnacultura.it/j/v/258?s=20734&v=2&c=2489&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Area archeologica Su Mulinu","SU","Villanovafranca",,"Strada Comunale Cuccuru Meu","39.634364269","8.994152835","aperto","a pagamento","L'area archeologica è localizzata su una dorsale marnoso-calcarea che domina il corso del rio Mannu, nella Marmilla orientale. Il nuraghe, che ha restituito uno straordinario altare nuragico, è costruito con blocchi di marna. Non se conosce ancora l'intera planimetria, ma si individuano tre fasi costruttive. La torre fu riutilizzata a scopo civile e funerario in età tardo punica, romana e alto-medievale. Il museo si trova in piazza Risorgimento, 6; al centro di Villanovafranca.","intero// ridotto// cumulativo intero// cumulativo ridotto","euro 3,00// euro 2,00// euro 5,00// euro 3,50","Adulti, per visita al solo museo archeologico di Villanovafranca.// Minori dai 6 ai 13 anni, gruppi oltre 15 persone, adulti oltre 65 anni, disabili e accompagnatori, per visita al solo museo archeologico di Villanovafranca.// Adulti, visita al nuraghe e al museo archeologico di Villanovafranca.// Minori dai 6 ai 13 anni, gruppi oltre 15 persone, adulti oltre 65 anni, disabili e accompagnatori, per visita al nuraghe e al museo archeologico di Villanovafranca.","Ottobre-Marzo// Aprile-Settembre","invernale// estivo","LU-DO// LU-DO","08:45-13:00// 14:30-17:05// 10:15-13:00// 14:30-19:05","L'ingresso è gratuito per residenti e minori sino ai 6 anni. Per le visite al nuraghe è necessario fare riferimento alla biglietteria del Civico Museo Archeologico Su Mulinu di Villanovafranca.","laboratori didattico-educativi// percorso di visita per bambini// visite guidate","Per i laboratori didattico-educativi si può prenotare, e richiedere informazioni, presso la biglietteria del Civico Museo Archeologico Su Mulinu di Villanovafranca.","+39 070 9367458","info@museosumulinu.it// direttore@museosumulinu.it","http://www.museosumulinu.it",
"R20FRB0314","museo, galleria e/o raccolta","Archeologia","Civico Museo Archeologico Su Mulinu","https://www.sardegnacultura.it/j/v/258?s=18983&v=2&c=2487&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Civico Museo Archeologico Su Mulinu","SU","Villanovafranca",,"Piazza Risorgimento, 6","39.645751062","9.001293255","aperto","a pagamento","Il Civico Museo Archeologico Su Mulinu ha quale missione la tutela, la conservazione, la valorizzazione e la promozione dei beni provenienti dagli scavi in corso da trent’anni presso l’omonimo sito archeologico, inoltre, dei beni giunti da recuperi effettuati in numerosi siti del territorio di Villanovafranca. A tale proposito il Museo offre un supporto scientifico e progettuale all’indagine archeologica nel territorio in generale ed in particolare nel sito di Su Mulinu.","intero// ridotto// cumulativo intero// cumulativo ridotto","euro 3,00// euro 2,00// euro 5,00// euro 3,50","Adulti.// Minori dai 6 ai 13 anni, gruppi oltre 15 persone, adulti oltre 65 anni, disabili e accompagnatori.// Adulti, visita al museo e al nuraghe.// Minori dai 6 ai 13 anni, gruppi oltre 15 persone, adulti oltre 65 anni, disabili e accompagnatori, per visita al museo e al nuraghe.","Ottobre-Marzo// Aprile-Settembre","invernale// estivo","LU-DO// LU-DO","09:15-13:00// 15:00-18:05// 10:15-13:00// 15:00-19:05","L'ingresso è gratuito per residenti e minori sino ai 6 anni. Per le sole visite al nuraghe è necessario fare riferimento alla biglietteria del museo. L'orario per l'accesso al nuraghe si differenzia, nel seguente modo, da quello del museo: nel periodo invernale, ottobre-marzo: mattino 08:45-13:00, sera h 14:30-17:05; estivo, aprile-settembre: mattino 10:15-13:00, sera 15:00-19:05.","accessibilità fisica facilitata per visitatori con esigenze specifiche// bookshop// laboratori didattico-educativi// percorso di visita per bambini// visite guidate","Il museo offre ai disabili la piena accessibilità all'esposizione, in particolare, dedica agli ipovedenti una sezione ad essi dedicata col supporto di apparati didascalici in Braille, plastici e riproduzioni di reperti manipolabili. Per i laboratori didattico-educativi si può prenotare, e richiedere informazioni, presso la biglietteria del museo.","+39 070 9367458","info@museosumulinu.it// ilcocciopicoop@tiscali.it// direttore@museosumulinu.it","http://www.museosumulinu.it","https://www.facebook.com/Museo-Su-Mulinu-Villanovafranca-1661724044049670"
"R20FRB0315","area o parco archeologico","Archeologia","Parco Archeologico Montessu","https://www.sardegnacultura.it/j/v/258?s=20587&v=2&c=2489&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Parco Archeologico Montessu","SU","Villaperuccio",,"SP 80, Località Montessu","39.133402932","8.667470024","aperto","a pagamento","La necropoli si sviluppa lungo i costoni trachitici della collina di Montessu, occupando una vasta area, attualmente inglobata nel parco archeologico, che include anche i complessi megalitici prenuragici, l'allée couverte, e i nuraghi de s'Angioni e Corona Sa Figu. Necropoli a grotticelle artificiali o domus de janas, di tipologia varia, distribuite in quattro raggruppamenti: orientale, settentrionale (Tuttoneddus), occidentale (Sa Cresiedda) e nord occidentale (Cungiau Pittanu).","intero// ridotto// gratuito","euro 5,00// euro 3,00// ","Dai 13 anni in poi.// Minori da 6 a 12 anni, gruppi oltre le 20 persone, adulti oltre i 65 anni.// Disabili, minori di 6 anni, docenti che accompagnano le scolaresche, accompagnatori di gite turistiche, membri Icom, personale Soprintendenza Archeologica.","Ottobre-Aprile// Maggio, Settembre// Giugno// Luglio-Agosto","invernale// primaverile, autunnale// estivo// estivo","LU-DO// LU-DO// LU-DO// LU-DO","09:00-17:00// 09:00-18:00// 09:00-19:00// 09:00-20:00","Prenotazione: nessuna.","visite guidate","Tempo della visita guidata: 1:30 ore circa.","+39 3407433521","villaperuccio@sistemamuseo.it","https://www.sistemamuseo.it/ita/2/musei/277/villaperuccio-sardegna-parco-archeologico-di-montessu","https://it-it.facebook.com/pg/ParcoArcheologicoMontessu"
"R20FRB0316","museo, galleria e/o raccolta","Archeologia industriale","Museo Archeologico-Industriale dell'Attività Mineraria su Suergiu","https://www.sardegnacultura.it/j/v/258?s=19464&v=2&c=2487&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Museo Archeologico-Industriale dell'Attività Mineraria su Suergiu","SU","Villasalto",,"Località Su Suergiu","39.496135574","9.377680056","aperto","a pagamento","L'attività estrattiva nel comune di Villasalto cominciò nel 1858 nel borgo minerario di Su Suergiu. Il villaggio è composto da diversi caseggiati dominati dalla palazzina della Direzione che, edificata nei primi anni del Novecento, in perfetto stile Liberty, ospita oggi il museo. L'edificio accoglie una sezione espositiva, suddivisa per aree, che comprende esemplari di rocce e minerali che costituiscono il sottosuolo del territorio e tutti gli strumenti da lavoro del minatore.",,,,"Ottobre-Maggio// Ottobre-Maggio// Ottobre-Maggio// Giugno-Settembre// Giugno-Settembre","invernale// invernale// invernale// estivo// estivo","ME, VE// SA// DO// ME, VE// SA-DO","15:00-18:00// 10:00-13:00// 15:00-18:00// 09:00-13:00// 15:00-18:00// 16:00-20:00// 10:00-13:00// 16:00-20:00","Non sono temporaneamente disponibili informazioni sui biglietti, si consiglia di contattare anticipatamente la struttura.","visite guidate",,"+39 070 5435109// +39 3201128859","agora@agora.coop","http://www.comune.villasalto.ca.it/villasalto/zf/index.php/musei-monumenti/index/dettaglio-museo",
"R20FRB0317","monumento o complesso monumentale","Architettura fortificata o militare","Fortezza Vecchia","https://www.sardegnacultura.it/j/v/258?s=24535&v=2&c=2487&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Fortezza Vecchia","SU","Villasimius",,"Località Torre Vecchia","39.116166082","9.503739414","aperto","a pagamento","La Fortezza Vecchia di Villasimius è un monumento di notevole interesse, sia dal punto di vista architettonico, in quanto presenta forme e tipologie che testimoniano interventi succedutisi nel tempo, sia da un punto di vista storico, in quanto è stata testimone e protagonista di vari periodi della storia di Villasimius.","intero// cumulativo intero// cumulativo ridotto","euro 1,00// euro 4,00// euro 2,50","Adulti.// Adulti, biglietto cumulativo intero per Fortezza Vecchia, Museo archeologico di Villasimius e eventuali mostre.// Minori dai 6 ai 17 anni, biglietto cumulativo ridotto per Fortezza Vecchia, Museo archeologico di Villasimius e eventuali mostre.","11 Settembre-30 Giugno// 01 Luglio-10 Luglio// 11 Luglio-10 Settembre","invernale// estivo// estivo","SA-DO// LU-ME, VE-DO// LU-ME, VE-DO","10:00-13:00// 15:00-17:00// 10:00-13:00// 18:00-21:00// 10:00-13:00","Esenzione biglietto per minori sino ai 6 anni. Prenotazione: nessuna.","visite guidate",,"+39 070 7930290// +39 070 7930232","fortezza@villasimiusweb.com","http://www.villasimiusweb.com/fortezza.asp","https://www.facebook.com/20annidiesperienzaalserviziodellacultura"
"R20FRB0318","museo, galleria e/o raccolta","Archeologia","Museo Archeologico di Villasimius","https://www.sardegnacultura.it/j/v/258?s=22501&v=2&c=2487&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Museo Archeologico di Villasimius","SU","Villasimius",,"Via Aventino Frau, 5","39.143741110","9.518478568","aperto","a pagamento","Il museo ha sede in una casa rurale dell'Ottocento e raccoglie le testimonianze archeologiche del territorio di Villasimius dall'età nuragica all'età medievale. Una sala è dedicata al santuario nell’insediamento di Cuccureddus, approdo utilizzato dal periodo fenicio alla tarda antichità. I reperti provengono dal tempio, e sono testimonianza della vita quotidiana degli abitanti del luogo. Fra i manufatti di epoca romana emergono gli ex voto in terracotta che riproducono i volti delle divinità.","intero// ridotto// cumulativo intero// cumulativo ridotto","euro 3,00// euro 1,50// euro 4,00// euro 2,00","Adulti.// Minori dai 7 ai 16 anni e adulti oltre 65 anni.// Adulti, per visita al museo e a Fortezza Vecchia.// Minori dai 7 ai 16 anni e adulti oltre 65 anni, per visita al museo e a Fortezza Vecchia.","16 Settembre-14 Giugno// 15 Giugno-15 Settembre","invernale// estivo","MA-DO// MA-DO","09:00-13:00// 16:00-18:00// 10:00-13:00// 21:00-24:00","Le visite fuori dagli orari sono possibili su prenotazione.","accessibilità fisica facilitata per visitatori con esigenze specifiche// audio guide// laboratori didattico-educativi// percorso per non vedenti e ipovedenti con mappe tattili// Wi-Fi","Le audio guide sono disponibili nelle lingue inglese, francese, spagnolo, tedesco.Per le visite guidate di gruppi numerosi, e classi scolastiche, è necessaria la prenotazione; le visite guidate sono disponibili anche in lingua inglese e francese.","+39 070 7930290","museo@villasimiusweb.com// museovillasimius@tiscali.it",,"https://www.facebook.com/museo.archeologico"
"R20FRB0319","area o parco archeologico","Archeologia","Area archeologica Nuraghe Losa","https://www.sardegnacultura.it/j/v/258?s=20777&v=2&c=2489&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Area archeologica Nuraghe Losa","OR","Abbasanta",,"SS 131 Carlo Felice","40.116863973","8.790317545","aperto","a pagamento","Il complesso monumentale comprende una torre centrale - mastio - posta al centro di un bastione trilobato, provvisto di un antemurale turrito e di una cinta muraria esterna che delimitava il villaggio. La torre centrale, composta da tre torri in forma di triangolo equilatero, costituisce un esempio di architettura megalitica per la particolare cura con cui sono disposti i filari litici.","intero// ridotto// ridotto// gratuito","euro 5,00// euro 3,50// euro 2,50// ","Adulti.// Gruppi oltre 20 persone e studenti scuola secondaria.// Minori dai 6 ai 13 anni.// Minori sino ai 5 anni, disabili e accompagnatori, membri ICOM e personale MIBACT.",,,"LU-DO","09:00 sino ad un'ora prima del tramonto",,"laboratori didattico-educativi// visite guidate","Visite guidate notturne all’interno del sito archeologico (solo nel periodo estivo).","+39 0785 52302// +39 3319128790","info@nuraghelosa.net// nuraghe.losa@tiscali.it","http://www.nuraghelosa.net","https://it-it.facebook.com/NuragheLosa// https://www.instagram.com/nuraghe_losa// https://twitter.com/nuraghelosa"
"R20FRB0322","museo, galleria e/o raccolta","Etnografia e antropologia","Museo del Fiore Sardo","https://www.sardegnacultura.it/j/v/258?s=37962&v=2&c=2487&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Museo del Fiore Sardo","NU","Gavoi",,"Via Eleonora d'Arborea, s.n.c.","40.159497647","9.194237488","aperto","a pagamento","Il percorso museale sul Fiore Sardo è improntato a creare suggestioni e sviluppare curiosità e punti di vista alternativi su un prodotto caseario che non è solo gastronomico ma caratterizza un mondo umano, naturale e culturale con un immediato comunicare fra passato e presente.",,,,,,,,"La struttura apre esclusivamente su prenotazione, da effettuarsi telefonando al numero +39 0784 53633 o inviando un e-mail a info@comune.gavoi.nu.it, con almeno due giorni di anticipo.","visite guidate",,"+39 0784 53633// +39 3291382968","info@comune.gavoi.nu.it","http://www.comune.gavoi.nu.it",
"R20FRB0323","area o parco archeologico","Archeologia","Necropoli di Li Muri di Arzachena","https://www.sardegnacultura.it/j/v/258?s=20763&v=2&c=2489&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Necropoli di Li Muri di Arzachena","SS","Arzachena",,"SS 427","41.070126550","9.321715088","aperto","a pagamento","La necropoli di Li Muri è il sito più antico nel territorio di Arzachena, risale infatti a circa 6000 anni fa, cioè al Neolitico. La necropoli è composta da quattro circoli funerari, tangenti fra loro; un quinto circolo fu trasformato in una tomba a galleria nell’età del Bronzo.","intero// ridotto// cumulativo intero// cumulativo ridotto","euro 4,00// euro 3,00// euro 7,00// euro 6,00","Adulti.// Gruppi oltre 20 persone.// Adulti.// Gruppi oltre 20 persone.",,,,,"La Necropoli di Li Muri è visitabile solo su prenotazione. L'ingresso è gratuito ai residenti e ai minori di 12 anni. I biglietti cumulativi di euro 7,00 ed euro 6,00 comprendono la visita a due dei sette siti costituenti il Parco Archeologico di Arzachena. E' possibile acquistare un biglietto cumulativo, con varie combinazioni, per la visita di tutti i sette i siti, sino ad un massimo di euro 20,00 per quello intero ed euro 17,00 per quello ridotto. Per ulteriori informazioni si veda il sito: https://www.gesecoarzachena.it.","visite guidate","Prenotazione: richiesta.","+39 3457200094","archeologia@gesecoarzachena.it",,
"R20FRB0324","museo, galleria e/o raccolta","Tematico e/o specializzato","Museo la Casa del Pane di Pompu","https://www.sardegnacultura.it/j/v/258?s=37940&v=2&c=2487&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Museo la Casa del Pane di Pompu","OR","Pompu",,"Via Regine Elena, 19","39.723872332","8.796539215","aperto","gratuita","il museo sintetizza un’esperienza conoscitiva sulla tradizione del pane che va della coltivazione del grano fino alla panificazione attraverso un sapiente connubio di sovrapposizioni e di interazioni tra il mestiere tradizionale del fare il pane ed i nuovi mezzi di comunicazione video-digitale.",,,,,,,,"La struttura apre su prenotazione durante gli orari d'apertura degli uffici comunali, ma possono essere concordate altri giorni o orari, telefonando direttamente alla segreteria del Comune di Pompu.","visite guidate",,"+39 0783 990035// +39 0783 999111","comunedipompu@tiscali.it","https://www.comune.pompu.or.it/vivere-il-comune/la-casa-del-pane-museo-multimediale",
"R20FRB0325","museo, galleria e/o raccolta","Tematico e/o specializzato","Museo Rossoblù","https://www.sardegnacultura.it/j/v/258?s=37903&v=2&c=2487&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Museo Rossoblù","CA","Quartu Sant'Elena",,"Via Armando Diaz, 77","39.243800843","9.184345107","aperto","a pagamento","Il museo raccoglie materiali e cimeli che ripercorrono la storia della società sportiva Cagliari Calcio. Scarpini bullonati e magliette originali dei più grandi calciatori del Cagliari, palloni di cuoio, gagliardetti bandiere e foto d'epoca.","intero","euro 5,00","Adulti.",,,"SA","17:30-21:00","Il museo apre su prenotazione anche al di fuori del giorno e dell'orario definito.","visite guidate",,"+39 3476413293","ilmuseorossoblu@gmail.com// simone.gallus@bancamediolanum.it",,"https://www.facebook.com/museorossoblu"
"R20FRB0326","area o parco archeologico","Luogo di culto","Tempio di Malchittu","https://www.sardegnacultura.it/j/v/258?s=22224&v=2&c=2489&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Tempio di Malchittu","SS","Arzachena",,"Località Malchittu","41.079033900","9.410579900","aperto","a pagamento","Il tempietto di Malchittu è un interessante e originale edificio di culto nuragico, in ottimo stato di conservazione. Il tempietto presenta una camera a pianta sub-rettangolare con andamento arrotondato, la quale è preceduta da un atrio quadrangolare creato dal prolungamento dei muri laterali sulla facciata, la quale termina con un frontoncino.","intero// ridotto// cumulativo intero// cumulativo ridotto","euro 4,00// euro 3,00// euro 7,00// euro 6,00","Adulti.// Scolaresche e gruppi oltre 20 persone.// Adulti.// Gruppi oltre 20 persone.","// ","invernale// estivo","MA-DO// LU-DO","10:00-16:00// 09:00-20:00","L'ingresso è gratuito ai residenti e ai minori di 12 anni. I biglietti cumulativi di euro 7,00 ed euro 6,00 comprendono la visita a due dei sette siti costituenti il Parco Archeologico di Arzachena. E' possibile acquistare un biglietto cumulativo, con varie combinazioni, per la visita di tutti i sette i siti, sino ad un massimo di euro 20,00 per quello intero ed euro 17,00 per quello ridotto. Per ulteriori informazioni si veda il sito: https://www.gesecoarzachena.it.  Prenotazione: richiesta.","visite guidate","Prenotazione: richiesta.","+39 3457200094","archeologia@gesecoarzachena.it",,
